,ID,Owner,Country.of.Origin,Company,Producer,Number.of.Bags,Bag.Weight,In.Country.Partner,Harvest.Year,Grading.Date,Owner.1,Variety,Processing.Method,Aroma,Flavor,Aftertaste,Acidity,Body,Balance,Uniformity,Clean.Cup,Sweetness,Cupper.Points,Total.Cup.Points,Moisture,Category.One.Defects,Quakers,Color,Category.Two.Defects,Expiration,Certification.Body,unit_of_measurement,altitude_low_meters,altitude_high_meters,altitude_mean_meters
853,854,juan luis alvarado romero,Guatemala,"unex guatemala, s.a.",LUIS RODRIGUEZ,250,69 kg,Asociacion Nacional Del CafÃ©,2013,"February 26th, 2013",Juan Luis Alvarado Romero,Bourbon,Washed / Wet,7.83,7.67,7.33,7.33,7.67,7.83,9.33,10.0,9.33,7.5,81.83,0.11,0,0,Green,1.0,"February 26th, 2014",Asociacion Nacional Del CafÃ©,ft,1310.64,1310.64,1310.64
854,855,christina dusing,Mexico,,MARIA MAGDALENA LUETHJE Y GRIS,302,1 kg,AMECAFE,2012,"August 31st, 2012",CHRISTINA DUSING,Bourbon,Washed / Wet,7.83,7.33,7.25,7.58,7.25,7.33,10.0,10.0,10.0,7.25,81.83,0.12,0,0,Green,2.0,"August 31st, 2013",AMECAFE,m,1500.0,1500.0,1500.0
855,856,jorge francisco martinez hachity,Mexico,,JORGE FRANCISCO MARTINEZ HACHITY,15,1 kg,AMECAFE,2012,"July 11th, 2012",JORGE FRANCISCO MARTINEZ HACHITY,Typica,Semi-washed / Semi-pulped,7.33,7.33,7.25,7.5,7.5,7.5,10.0,10.0,10.0,7.42,81.83,0.12,0,0,Green,10.0,"July 11th, 2013",AMECAFE,m,1250.0,1250.0,1250.0
856,857,nucoffee,Brazil,,Marilsa de Fatima Peternela,58,60 kg,NUCOFFEE,2011,"October 28th, 2011",NUCOFFEE,Mundo Novo,,7.33,7.67,7.25,7.5,7.5,7.25,10.0,10.0,10.0,7.33,81.83,0.02,0,0,,2.0,"October 27th, 2012",NUCOFFEE,m,900.0,950.0,925.0
857,858,exportadora de cafe condor s.a,Colombia,,,250,70 kg,AlmacafÃ©,1t/2011,"June 14th, 2011",Exportadora de Cafe Condor S.A,,,7.58,7.5,7.17,7.58,7.33,7.33,10.0,10.0,10.0,7.33,81.83,0.05,0,0,,0.0,"June 13th, 2012",AlmacafÃ©,m,1600.0,1800.0,1700.0
858,859,kona pacific farmers cooperative,United States (Hawaii),,,30,0 lbs,Specialty Coffee Association,,"May 24th, 2010",Kona Pacific Farmers Cooperative,,,7.25,7.58,7.83,7.67,7.75,7.75,9.33,9.33,10.0,7.33,81.83,0.02,3,0,,12.0,"May 24th, 2011",Specialty Coffee Association,ft,,,
859,860,juan luis alvarado romero,Guatemala,"unex guatemala, s.a.",ANGEL DE LEON,50,69 kg,Asociacion Nacional Del CafÃ©,2017,"June 22nd, 2017",Juan Luis Alvarado Romero,Bourbon,Washed / Wet,7.5,7.5,7.25,7.42,7.42,7.33,10.0,10.0,10.0,7.33,81.75,0.11,0,1,Green,1.0,"June 22nd, 2018",Asociacion Nacional Del CafÃ©,m,1700.0,1700.0,1700.0
860,861,"sunvirtue co., ltd.",Vietnam,"sunvirtue co., ltd.",Richard Yeh,1,2 kg,Specialty Coffee Association,2014,"December 21st, 2015","Sunvirtue Co., Ltd.",Caturra,Washed / Wet,7,7.08,7.33,7.5,7.5,7.33,10.0,10.0,10.0,8,81.75,0.12,0,0,Bluish-Green,0.0,"December 20th, 2016",Specialty Coffee Association,m,1040.0,1040.0,1040.0
861,862,ngorogoro convenant estate,"Tanzania, United Republic Of",ngorogoro convenant estate,Ngorogoro Convenant Estate,1,60 kg,Africa Fine Coffee Association,2014,"January 8th, 2015",Ngorogoro Convenant Estate,Other,Washed / Wet,7.42,7.42,7.42,7.42,7.33,7.33,10.0,10.0,10.0,7.42,81.75,0.12,0,0,Bluish-Green,4.0,"January 8th, 2016",Africa Fine Coffee Association,m,1500.0,1700.0,1600.0
862,863,cafe politico,Brazil,cafe politico,,1,5 lbs,Specialty Coffee Association,2013,"August 25th, 2014",Cafe Politico,,Natural / Dry,7.17,7.25,7.17,7.25,7.42,8.25,10.0,10.0,10.0,7.25,81.75,0.1,0,0,Bluish-Green,1.0,"August 25th, 2015",Specialty Coffee Association,m,,,
863,864,saul m. hernandez ramirez,Mexico,,"PEREZ LEMUS, FELIX",10,1 kg,AMECAFE,2012,"September 27th, 2012",SAUL M. HERNANDEZ RAMIREZ,Bourbon,Washed / Wet,7.5,7.5,7.33,7.42,7.25,7.25,10.0,10.0,10.0,7.5,81.75,0.13,2,0,None,9.0,"September 27th, 2013",AMECAFE,m,774.0,774.0,774.0
864,865,sergio landa alarcon,Mexico,,SERGIO LANDA ALARCON,100,1 kg,AMECAFE,2012,"September 10th, 2012",SERGIO LANDA ALARCON,Mundo Novo,Washed / Wet,7.42,7.5,7.17,7.67,7.33,7.42,10.0,10.0,10.0,7.25,81.75,0.13,0,0,Green,23.0,"September 10th, 2013",AMECAFE,m,1250.0,1250.0,1250.0
865,866,diego manuel woolrich ramirez,Mexico,,"CENEN TORRES CORTES, AVELINO TORES CORTES, JUAN VENTURA GUZMAN",42,1 kg,AMECAFE,2012,"September 4th, 2012",DIEGO MANUEL WOOLRICH RAMIREZ,Typica,Washed / Wet,7.42,7.5,7.33,7.58,7.33,7.33,10.0,10.0,10.0,7.25,81.75,0.11,0,0,Green,1.0,"September 4th, 2013",AMECAFE,m,1100.0,1100.0,1100.0
866,867,armando luis pohlenz martinez,Mexico,beneficio custepec s.a. de c.v.,ARMANDO LUIS POHLENZ MARTINEZ,250,1 kg,AMECAFE,2012,"August 30th, 2012",ARMANDO LUIS POHLENZ MARTINEZ,Caturra,Washed / Wet,7.33,7.42,7.33,7.67,7.42,7.25,10.0,10.0,10.0,7.33,81.75,0.12,10,0,Green,14.0,"August 30th, 2013",AMECAFE,m,1550.0,1550.0,1550.0
867,868,enrique eduardo lopez aguilar,Mexico,finca las nubes,GRACIELA AGUILAR PERALTA,28,1 kg,AMECAFE,2012,"June 6th, 2012",Enrique Eduardo Lopez Aguilar,Typica,Washed / Wet,7.5,7.42,7.25,7.33,7.67,7.25,10.0,10.0,10.0,7.33,81.75,0.12,0,0,,1.0,"June 6th, 2013",AMECAFE,m,1650.0,1650.0,1650.0
868,869,exportadora de cafe condor s.a,Colombia,exportadora de cafe condor s.a,,250,70 kg,AlmacafÃ©,2011,"December 22nd, 2011",Exportadora de Cafe Condor S.A,Caturra,Washed / Wet,7.33,7.42,7.33,7.33,7.5,7.67,10.0,10.0,10.0,7.17,81.75,0,0,0,Green,1.0,"December 21st, 2012",AlmacafÃ©,m,1750.0,1750.0,1750.0
869,870,racafe & cia s.c.a,Colombia,,La Plata,275,70 kg,AlmacafÃ©,Mayo a Julio,"October 4th, 2011",Racafe & Cia S.C.A,,,7.42,7.58,6.92,7.08,7.25,8.0,10.0,10.0,10.0,7.5,81.75,0.08,0,0,,0.0,"October 3rd, 2012",AlmacafÃ©,m,1600.0,1950.0,1775.0
870,871,ipanema coffees,Brazil,ipanema coffees,Ipanema Agricola S.A,320,60 kg,Brazil Specialty Coffee Association,2017 / 2018,"October 20th, 2017",Ipanema Coffees,Bourbon,Natural / Dry,7.42,7.5,7.25,7.5,7.5,7.25,10.0,10.0,10.0,7.25,81.67,0.11,0,0,Green,5.0,"October 20th, 2018",Brazil Specialty Coffee Association,m,890.0,890.0,890.0
871,872,juan luis alvarado romero,Guatemala,"unex guatemala, s.a.",ANGEL DE LEON,50,69 kg,Asociacion Nacional Del CafÃ©,2017,"August 22nd, 2017",Juan Luis Alvarado Romero,Bourbon,Washed / Wet,7.42,7.42,7.08,7.42,7.33,7.42,10.0,10.0,10.0,7.58,81.67,0.1,0,0,Green,1.0,"August 22nd, 2018",Asociacion Nacional Del CafÃ©,m,1700.0,1700.0,1700.0
872,873,juan luis alvarado romero,Guatemala,"unex guatemala, s.a.",JESUS RAMIREZ,80,69 kg,Asociacion Nacional Del CafÃ©,2017,"June 5th, 2017",Juan Luis Alvarado Romero,Bourbon,Washed / Wet,7.42,7.33,7.17,7.67,7.33,7.42,10.0,10.0,10.0,7.33,81.67,0.12,0,1,Green,3.0,"June 5th, 2018",Asociacion Nacional Del CafÃ©,ft,1219.2,1219.2,1219.2
873,874,cadexsa,Honduras,cadexsa,JOSE OMAR ACOSTA,275,69 kg,Instituto HondureÃ±o del CafÃ©,2016,"May 2nd, 2016",CADEXSA,Catuai,Washed / Wet,7.58,7.5,7.33,7.33,7.42,7.25,10.0,10.0,10.0,7.25,81.67,0.11,0,0,Blue-Green,2.0,"May 2nd, 2017",Instituto HondureÃ±o del CafÃ©,m,1450.0,1450.0,1450.0
874,875,taylor winch (coffee) ltd.,"Tanzania, United Republic Of",volcafe/taylorwinch tanzania ltd,Ngima Amcos,320,60 kg,Tanzanian Coffee Board,2016,"April 27th, 2016",Taylor Winch (Coffee) Ltd.,,,7.17,7.33,7.33,7.42,7.5,7.33,10.0,10.0,10.0,7.58,81.67,0,0,0,Green,1.0,"April 27th, 2017",Tanzanian Coffee Board,m,1800.0,1800.0,1800.0
875,876,"comercial internacional exportadora, s.a.",Nicaragua,"comercial internacional exportadora, s.a.",Rolando Lacayo Cardenal,275,69 kg,Instituto HondureÃ±o del CafÃ©,,"March 11th, 2016","COMERCIAL INTERNACIONAL EXPORTADORA, S.A.",,,7.58,7.5,7.25,7.25,7.5,7.25,10.0,10.0,10.0,7.33,81.67,0.1,0,0,Green,1.0,"March 11th, 2017",Instituto HondureÃ±o del CafÃ©,m,,,
876,877,racafe & cia s.c.a,Colombia,racafe & cia s.c.a,,165,70 kg,AlmacafÃ©,2016,"January 21st, 2016",Racafe & Cia S.C.A,,,7.75,7.75,7.75,7.67,5.25,7.83,10.0,10.0,10.0,7.67,81.67,0,0,1,,1.0,"January 20th, 2017",AlmacafÃ©,m,,,
877,878,ipanema coffees,Brazil,ipanema coffees,Ipanema AgrÃ­cola SA,320,2 kg,Brazil Specialty Coffee Association,2015/2016,"October 8th, 2015",Ipanema Coffees,Yellow Bourbon,Natural / Dry,7.25,7.75,6.92,7.42,7.5,7.58,10.0,10.0,10.0,7.25,81.67,0,0,0,Green,0.0,"October 7th, 2016",Brazil Specialty Coffee Association,m,1.0,1.0,1.0
878,879,dae ltd company,"Tanzania, United Republic Of",dae ltd company,DAE Ltd,20,60 kg,Africa Fine Coffee Association,2014,"January 2nd, 2015",DAE Ltd Company,Other,Washed / Wet,7.42,7.33,7.25,7.42,7.5,7.42,10.0,10.0,10.0,7.33,81.67,0.12,0,0,Green,0.0,"January 2nd, 2016",Africa Fine Coffee Association,m,1200.0,1800.0,1500.0
879,880,tembo coffee company ltd,"Tanzania, United Republic Of",tembo coffee company ltd,Tembo Coffee Company Ltd,10,60 kg,Africa Fine Coffee Association,2013,"December 15th, 2014",Tembo Coffee Company Ltd,Other,Washed / Wet,7.33,7.33,7.5,7.25,7.42,7.33,10.0,10.0,10.0,7.5,81.67,0.12,0,0,Green,7.0,"December 15th, 2015",Africa Fine Coffee Association,m,1700.0,1700.0,1700.0
880,881,ipanema coffees,Brazil,ipanema coffees,Ipanema AgrÃ­cola SA,300,2 kg,Specialty Coffee Association,2014/2015,"October 16th, 2014",Ipanema Coffees,Bourbon,Washed / Wet,7.25,7.42,7.25,7.5,7.5,7.42,10.0,10.0,10.0,7.33,81.67,0.1,0,0,Green,2.0,"October 16th, 2015",Specialty Coffee Association,m,1260.0,1260.0,1260.0
881,882,chris finch,Indonesia,volcafe specialty coffee,,320,4 kg,Specialty Coffee Association,2013,"May 23rd, 2014",Chris Finch,Sumatra,Semi-washed / Semi-pulped,7.17,7.42,7.33,7.42,7.33,7.42,10.0,10.0,10.0,7.58,81.67,0.11,0,0,Bluish-Green,0.0,"May 23rd, 2015",Specialty Coffee Association,m,,,
882,883,,Honduras,cigrah,"TomÃ¡s Sosa, Juan Damaso",275,1 kg,Instituto HondureÃ±o del CafÃ©,2014,"May 16th, 2014",,Caturra,Natural / Dry,7.5,7.33,7.5,7.5,7.17,7.17,10.0,10.0,10.0,7.5,81.67,0.1,0,0,Green,5.0,"May 16th, 2015",Instituto HondureÃ±o del CafÃ©,m,1400.0,1400.0,1400.0
883,884,"ceca, s.a.",Costa Rica,"ceca,s.a.",Martin Gutierrez,275,69 kg,Specialty Coffee Association of Costa Rica,2013,"April 26th, 2014","CECA, S.A.",Caturra,Washed / Wet,7.5,7.17,7.17,7.17,7.5,7.08,10.0,10.0,10.0,8.08,81.67,0.11,0,0,Green,3.0,"April 26th, 2015",Specialty Coffee Association of Costa Rica,m,1850.0,1850.0,1850.0
884,885,dane loraas,Mexico,sustainable harvest,Huatusco,320,5 lbs,Specialty Coffee Association,2014,"April 2nd, 2014",Dane Loraas,,Washed / Wet,7.42,7.42,7.67,8,7.58,7.5,9.33,9.33,10.0,7.42,81.67,0,0,0,Green,4.0,"April 2nd, 2015",Specialty Coffee Association,m,,,
885,886,cqi taiwan icp cqi??????,Taiwan,blossom valley????,Zhang ming fu ???,10,30 kg,Blossom Valley International,2013/2014,"December 26th, 2013",CQI Taiwan ICP CQI??????,Typica,Semi-washed / Semi-pulped,7.5,7.5,7.5,7.25,7.42,7.25,10.0,10.0,10.0,7.25,81.67,0.11,0,0,Green,0.0,"December 26th, 2014",Blossom Valley International,m,150.0,150.0,150.0
886,887,cqi taiwan icp cqi??????,Taiwan,blossom valley????,Wu cai jin ???,10,30 kg,Blossom Valley International,2013/2014,"December 26th, 2013",CQI Taiwan ICP CQI??????,Typica,Washed / Wet,7.58,7.42,7.33,7.42,7.33,7.33,10.0,10.0,10.0,7.25,81.67,0.11,0,0,Green,0.0,"December 26th, 2014",Blossom Valley International,m,750.0,750.0,750.0
887,888,fredy gordillo reyes,Mexico,union ramal santa cruz spr de ri,UNION RAMAL SANTA CRUZ,310,1 kg,AMECAFE,2013,"March 29th, 2013",FREDY GORDILLO REYES,Typica,Washed / Wet,7.5,7.42,7.08,7.58,7.33,7.33,10.0,10.0,10.0,7.42,81.67,0.12,0,0,Green,6.0,"March 29th, 2014",AMECAFE,m,1400.0,1400.0,1400.0
888,889,juan luis alvarado romero,Guatemala,finca el morito,"CAFE MOLINO MONTERROSO P,J. ROBERTO",275,69 kg,Asociacion Nacional Del CafÃ©,2012,"October 5th, 2012",Juan Luis Alvarado Romero,Bourbon,Washed / Wet,7.5,7.67,7.33,7.33,7.33,7.33,10.0,10.0,10.0,7.17,81.67,0.11,0,0,Green,4.0,"October 5th, 2013",Asociacion Nacional Del CafÃ©,ft,1676.4,1828.8,1752.6
889,890,virginia gordillo gordillo,Mexico,"productora agricola y ganadera finca la suiza, s.p.r. de r.l. de c.v.",PRODUCTORA AGRICOLA Y GANADERA FINCA LA SUIZA,100,1 kg,AMECAFE,2012,"September 11th, 2012",VIRGINIA GORDILLO GORDILLO,Typica,Washed / Wet,7.25,7.67,7.58,7.67,7.67,7.58,8.67,10.0,10.0,7.58,81.67,0.13,1,0,Green,13.0,"September 11th, 2013",AMECAFE,m,1650.0,1650.0,1650.0
890,891,jose luis munoz guerrero,Mexico,,MAYA BINIK,15,1 kg,AMECAFE,2012,"August 30th, 2012",JOSE LUIS MUNOZ GUERRERO,Bourbon,Washed / Wet,7.67,7.25,7.17,7.75,7.5,7.25,10.0,10.0,10.0,7.08,81.67,0.11,0,0,Green,4.0,"August 30th, 2013",AMECAFE,m,1400.0,1400.0,1400.0
891,892,christina dusing,Mexico,,CESAR SANTIZ LOPEZ,275,1 kg,AMECAFE,2012,"July 27th, 2012",CHRISTINA DUSING,Bourbon,Washed / Wet,7.5,7.42,7.33,7.42,7.42,7.42,10.0,10.0,10.0,7.17,81.67,0.11,0,0,Green,2.0,"July 27th, 2013",AMECAFE,m,1200.0,1200.0,1200.0
892,893,alfredo bojalil,Mexico,ecomtrading,OCTAVIO MOGUEL FARRERA,250,1 kg,AMECAFE,2012,"April 2nd, 2012",ALFREDO BOJALIL,Bourbon,Washed / Wet,7.58,7.42,7.25,7.58,7.25,7.17,10.0,10.0,10.0,7.42,81.67,0.11,0,0,Green,2.0,"April 2nd, 2013",AMECAFE,m,1400.0,1400.0,1400.0
893,894,miguel cortes moreno,Mexico,"estrategias constructivas corzu, s.a. de c.v.",ARMANDO GUTIEREZ GUZMÃN,12,1 kg,AMECAFE,2012,"February 29th, 2012",MIGUEL CORTES MORENO,Caturra,Semi-washed / Semi-pulped,7.75,7.58,7.25,7.17,7.58,7.33,9.33,10.0,10.0,7.67,81.67,0.11,0,0,Green,4.0,"February 28th, 2013",AMECAFE,m,940.0,940.0,940.0
894,895,kona pacific farmers cooperative,United States (Hawaii),cqi,,13,100 lbs,Specialty Coffee Association,2012,"February 8th, 2012",Kona Pacific Farmers Cooperative,Hawaiian Kona,Washed / Wet,7.42,7.33,7.33,7.33,7.17,7.83,10.0,10.0,10.0,7.25,81.67,0.1,1,0,Green,1.0,"February 7th, 2013",Specialty Coffee Association,ft,,,
895,896,mdh,Honduras,molinos de honduras,Cafes Finos de Corquin,275,69 kg,Instituto HondureÃ±o del CafÃ©,2018,"January 19th, 2018",MDH,Catimor,Washed / Wet,7.5,7.42,7.08,7.42,7.5,7.33,10.0,10.0,10.0,7.33,81.58,0.11,0,1,Blue-Green,3.0,"January 19th, 2019",Instituto HondureÃ±o del CafÃ©,m,1200.0,1200.0,1200.0
896,897,juan luis alvarado romero,Guatemala,"unex guatemala, s.a.","AGRICOLA EL PILAR, SA.",25,69 kg,Asociacion Nacional Del CafÃ©,2017,"June 1st, 2017",Juan Luis Alvarado Romero,Bourbon,Washed / Wet,7.42,7.42,7.08,7.5,7.42,7.33,10.0,10.0,10.0,7.42,81.58,0.12,0,0,Green,0.0,"June 1st, 2018",Asociacion Nacional Del CafÃ©,m,190164.0,190164.0,190164.0
897,898,"lin, che-hao krude ???",Taiwan,taiwan coffee laboratory,??? Su Jin Kuan,20,50 kg,Specialty Coffee Association,2016,"July 15th, 2016","Lin, Che-Hao Krude ???",Typica,Washed / Wet,7.42,7.42,7.25,7.67,7.33,7.25,10.0,10.0,10.0,7.25,81.58,0.1,0,0,Blue-Green,0.0,"July 15th, 2017",Specialty Coffee Association,m,800.0,800.0,800.0
898,899,"ceca, s.a.",Costa Rica,"ceca,s.a.",Cafetalera Aquiares,250,69 kg,Specialty Coffee Association of Costa Rica,2015,"February 3rd, 2015","CECA, S.A.",Caturra,Washed / Wet,7.58,7.42,7.5,7.17,7.08,7.58,10.0,10.0,10.0,7.25,81.58,0.12,0,0,Green,1.0,"February 3rd, 2016",Specialty Coffee Association of Costa Rica,m,13.0,13.0,13.0
899,900,acacia hills ltd,"Tanzania, United Republic Of",acacia hills ltd,Acacia Hills Ltd,100,60 kg,Africa Fine Coffee Association,2014,"December 18th, 2014",Acacia Hills Ltd,Other,Washed / Wet,7.42,7.42,7.33,7.42,7.42,7.33,10.0,10.0,10.0,7.25,81.58,0.12,0,0,Green,5.0,"December 18th, 2015",Africa Fine Coffee Association,m,1800.0,1800.0,1800.0
900,901,afca,Malawi,mzuzu coffee planters coop union,Mzuzu Coffee Coop Union,10,60 kg,Africa Fine Coffee Association,2014,"October 31st, 2014",AFCA,Gesha,Washed / Wet,7.42,7.42,7.17,7.58,7.33,7.33,10.0,10.0,10.0,7.33,81.58,0.13,0,0,Green,0.0,"October 31st, 2015",Africa Fine Coffee Association,m,1100.0,1100.0,1100.0
901,902,"lin, che-hao krude ???",Taiwan,"red on tree co., ltd.",CHIU WEI LUN ???,50,20 kg,Specialty Coffee Association,2014,"August 25th, 2014","Lin, Che-Hao Krude ???",Typica,Semi-washed / Semi-pulped,7.33,7.17,7.08,7.08,8.33,8.25,10.0,10.0,9.33,7,81.58,0,0,0,,0.0,"August 25th, 2015",Specialty Coffee Association,m,850.0,850.0,850.0
902,903,ipanema coffees,Brazil,ipanema coffees,Ipanema Coffees,300,60 kg,NUCOFFEE,2013/2014,"November 6th, 2013",Ipanema Coffees,Yellow Bourbon,Washed / Wet,7.42,7.42,7.33,7.33,7.5,7.25,10.0,10.0,10.0,7.33,81.58,0.12,0,0,Blue-Green,3.0,"November 6th, 2014",NUCOFFEE,m,1260.0,1260.0,1260.0
903,904,juan luis alvarado romero,Guatemala,"unex guatemala, s.a.",ROBERTO MONTERROSO,250,69 kg,Asociacion Nacional Del CafÃ©,2013,"July 16th, 2013",Juan Luis Alvarado Romero,Bourbon,Washed / Wet,7.42,7.33,7.17,7.58,7.42,7.5,10.0,10.0,10.0,7.17,81.58,0.12,0,0,Green,1.0,"July 16th, 2014",Asociacion Nacional Del CafÃ©,ft,1310.64,1310.64,1310.64
904,905,fredy gordillo reyes,Mexico,union ramal santa cruz spr de ri,UNION RAMAL SANTA CRUZ,310,1 kg,AMECAFE,2013,"March 29th, 2013",FREDY GORDILLO REYES,Typica,Washed / Wet,7.67,7.5,7.42,7.5,6.75,7.42,10.0,10.0,10.0,7.33,81.58,0.12,0,0,Green,9.0,"March 29th, 2014",AMECAFE,m,1400.0,1400.0,1400.0
905,906,enrique eduardo lopez aguilar,Mexico,finca santa cruz,LUIS ANTONIO LOPEZ AGUILAR,28,1 kg,AMECAFE,2012,"June 6th, 2012",Enrique Eduardo Lopez Aguilar,Marigojipe,Natural / Dry,7.33,7.5,7.25,7.5,7.5,7.17,10.0,10.0,10.0,7.33,81.58,0.11,0,0,,0.0,"June 6th, 2013",AMECAFE,m,1600.0,1600.0,1600.0
906,907,enrique eduardo lopez aguilar,Mexico,finca santa cruz,ENRIQUE EDUARDO LOPEZ AGUILAR,28,1 kg,AMECAFE,2012,"June 6th, 2012",Enrique Eduardo Lopez Aguilar,Typica,Natural / Dry,7.67,7.58,7.42,7.58,7.58,7.42,10.0,10.0,8.67,7.67,81.58,0.11,0,0,,2.0,"June 6th, 2013",AMECAFE,m,1650.0,1650.0,1650.0
907,908,doi chaang coffee company,Thailand,,Doi Chaang Community Enterprise Piko,12,50 kg,Specialty Coffee Association,2011,"November 16th, 2011",Doi Chaang Coffee Company,,,7.08,7.33,7.58,7.58,7.17,7.5,10.0,10.0,10.0,7.33,81.58,0.01,0,0,,0.0,"November 15th, 2012",Specialty Coffee Association,ft,1499.9208,1499.9208,1499.9208
908,909,doi tung development project,Thailand,,,1,60 kg,Specialty Coffee Association,2011,"August 16th, 2011",Doi Tung Development Project,,,7.33,7.33,7.17,7.5,7.58,7.33,10.0,10.0,10.0,7.33,81.58,0.2,0,0,,0.0,"August 15th, 2012",Specialty Coffee Association,m,,,
909,910,benjamin schmerler,Costa Rica,,CoopeTarrazu,1,60 kg,Specialty Coffee Association,,"June 14th, 2011",Benjamin Schmerler,,,7.25,7.17,7.33,7.33,7.5,7.75,10.0,10.0,10.0,7.25,81.58,0,0,0,,1.0,"June 13th, 2012",Specialty Coffee Association,ft,1371.6,1828.8,1600.2
910,911,juan luis alvarado romero,Guatemala,"unex guatemala, s.a.",OTTO BECKER,50,69 kg,Asociacion Nacional Del CafÃ©,2017,"August 23rd, 2017",Juan Luis Alvarado Romero,Bourbon,Washed / Wet,7.67,7.58,7.17,7.42,7.33,7.42,9.33,10.0,10.0,7.58,81.5,0.1,0,0,Green,0.0,"August 23rd, 2018",Asociacion Nacional Del CafÃ©,ft,1219.2,1219.2,1219.2
911,912,"exportadora atlantic, s.a.",Nicaragua,exportadora atlantic s.a,TeÃ³filo NarvÃ¡ez :,550,69 kg,Instituto HondureÃ±o del CafÃ©,2017,"June 20th, 2017","Exportadora Atlantic, S.A.",Caturra,Other,7.5,7.42,7.33,7.33,7.25,7.33,10.0,10.0,10.0,7.33,81.5,0.11,0,0,Green,3.0,"June 20th, 2018",Instituto HondureÃ±o del CafÃ©,m,1100.0,1100.0,1100.0
912,913,elsy reyes,Honduras,cigrah,NAHUN MALDONADO,275,69 kg,Instituto HondureÃ±o del CafÃ©,2017,"June 3rd, 2017",Elsy Reyes,Caturra,Washed / Wet,7.5,7.5,7.33,7.42,7.17,7.25,10.0,10.0,10.0,7.33,81.5,0.1,0,0,Green,5.0,"June 3rd, 2018",Instituto HondureÃ±o del CafÃ©,m,1400.0,1400.0,1400.0
913,914,juan luis alvarado romero,Guatemala,"unex guatemala, s.a.",AGRICOLA MONTE VERDE,50,69 kg,Asociacion Nacional Del CafÃ©,2017,"June 1st, 2017",Juan Luis Alvarado Romero,Bourbon,,7.5,7.42,7.25,7.25,7.5,7.25,10.0,10.0,10.0,7.33,81.5,0.12,0,0,Green,0.0,"June 1st, 2018",Asociacion Nacional Del CafÃ©,m,,,
914,915,cqi taiwan icp cqi??????,Taiwan,????,???,123,2 kg,Blossom Valley International,2015,"September 17th, 2015",CQI Taiwan ICP CQI??????,Typica,Natural / Dry,7.5,7.42,7.33,7.08,7.58,7.25,10.0,10.0,10.0,7.33,81.5,0.12,0,0,Green,2.0,"September 16th, 2016",Blossom Valley International,m,160.0,200.0,180.0
915,916,genius coffee,Myanmar,"aung nay lin htun co., ltd",Genius Coffee Estate,1,1 kg,Coffee Quality Institute,2015,"July 17th, 2015",Genius Coffee,Catuai,Washed / Wet,7.25,7.42,7.25,7.5,7.33,7.33,10.0,10.0,10.0,7.42,81.5,0,0,0,Green,4.0,"July 16th, 2016",Coffee Quality Institute,ft,1219.2,1219.2,1219.2
916,917,santa laura exportadora de cafe s.l.e.c. s.a.,Costa Rica,santa laura exportadora de cafe s.l.e.c. s.a.,Beneficio la Eva S.A.,250,1 kg,Specialty Coffee Association of Costa Rica,2014,"January 7th, 2015",Santa Laura Exportadora de Cafe S.L.E.C. S.A.,Caturra,Washed / Wet,7.83,7.33,7.08,7.08,7.33,7.5,10.0,10.0,10.0,7.33,81.5,0.12,1,0,Green,2.0,"January 7th, 2016",Specialty Coffee Association of Costa Rica,m,1200.0,1200.0,1200.0
917,918,afca,Malawi,mzuzu coffee planters coop union,Mzuzu Coffee Coop Union        ,15,60 kg,Africa Fine Coffee Association,2014,"November 4th, 2014",AFCA,Gesha,Washed / Wet,7.67,7.42,6.92,7.5,7.5,7.17,10.0,10.0,10.0,7.33,81.5,0.12,0,0,Green,0.0,"November 4th, 2015",Africa Fine Coffee Association,m,1599.0,1599.0,1599.0
918,919,juan luis alvarado romero,Guatemala,outspan guatemala s.a.,VARIOS,250,69 kg,Asociacion Nacional Del CafÃ©,2014,"September 23rd, 2014",Juan Luis Alvarado Romero,Other,Washed / Wet,7.5,7.42,7.17,7.58,7.25,7.42,10.0,10.0,10.0,7.17,81.5,0.12,0,0,Green,0.0,"September 23rd, 2015",Asociacion Nacional Del CafÃ©,ft,1219.2,1219.2,1219.2
919,920,"lin, che-hao krude ???",Taiwan,"red on tree co., ltd.",HUANG MEI TAO ???        ,50,20 kg,Specialty Coffee Association,2014,"August 18th, 2014","Lin, Che-Hao Krude ???",,,,,,,,,,,,,,,,,,,,,,,,
920,,Washed / Wet,7.42,7.5,9.33,7.5,81.5,0.11,0,0,Blue-Green,0,"August 18th, 2015",Specialty Coffee Association,d3ed2a8c1db69c87daef88f425dd0e8ef3216a39,0878a7d4b9d35ddbf0fe2ce69a2062cceb45a660,m,900.0,900.0,900.0,,,,,,,,,,,,,,,
921,921,jacques pereira carneiro,Brazil,exportadora de cafÃ©s carmo de minas ltda,MARIA ROGERIA COSTA PEREIRA,300,60 kg,Specialty Coffee Association,2014,"July 29th, 2014",Jacques Pereira Carneiro,Yellow Bourbon,Semi-washed / Semi-pulped,7.58,7.5,7.5,7.67,7.67,7.83,9.33,9.33,9.33,7.75,81.5,0,1,0,Green,1.0,"July 29th, 2015",Specialty Coffee Association,m,1200.0,1200.0,1200.0
